id,title,arroba,description,keywords,url
UC1ESKyw2NK_T0KDsw9N_UJQ,Jogos & Programação,@alexandreJogosProgramação,"Canal de programação jogos e eletrônica, abordamos temas como micro controladores CLP Windows linguagens de programação diversas assim como retro computação, sejam bem vindos.",java|basic|visualg|autoit|Arduino|python|allegro|sfml|glut|processing|p5js|programação c++|Eletrônica analógica|Eletrônica Digital|Jogos & Programação|open gl|java script|programação python|programação python pygame|programação para iniciantes|programação do zero|programação do zero gratis|programação dinamica,https://www.youtube.com/channel/UC1ESKyw2NK_T0KDsw9N_UJQ
UCZxr48h7_qEXuM1imy6NcCg,Compilado do Código Fonte TV [OFICIAL],@CompiladoPodcast,Esse é o canal oficial do podcast Compilado do Código Fonte TV. Semanalmente lançamos vídeos sobre as novidades e principais notícias do mundo da programação. O programa é apresentado pelo casal de devs Gabriel Fróes e Vanessa Weber (do canal Código Fonte TV). Além dos episódios completos esse canal também traz os cortes individuais das notícias e também de histórias desse casal com a tecnologia. ,Programação|Tecnologia|Notícias|Novidades|Computação|Metaverso|Podcast|EduTech|Educação|Noticiário|Inovação|Desenvolvimento de Software|Informação de qualidade|Código Fonte|Gabriel Fróes|Vanessa Weber|Inteligência Artificial,https://www.youtube.com/channel/UCZxr48h7_qEXuM1imy6NcCg
UCExEoXjNTmKLFLK2qpBSI5g,99 Coders,@99coders,"Um canal para compartilhar casos, códigos e experiência no mundo da programação Delphi. ""Todo mundo neste país [referindo-se aos EUA] deveria aprender a programar um computador, deveria aprender a linguagem de computadores, porque esse aprendizado ensina você a pensar"". Steve Jobs.",firemonkey|delphi|mobile|app|programação|ios|android|webdeveloper,https://www.youtube.com/channel/UCExEoXjNTmKLFLK2qpBSI5g
UCfICFLzDCOqzayF4i6N4yjA,Sistematizei,@Sistematizei,"Escola de Tecnologia e Consultoria em ERPS Falamos sobre Tecnologia, Programação, ERP, TOTVS Protheus, ADVPL, SQL, Power BI, LinkedIn e negócios, aqui também você encontra os melhores resumos sobre livros Especialistas em TOTVS Protheus ADVPL",totvs|advpl|protheus|sqlserver|bancodedadosprotheus|tl++|webservice|advplrestfull|advpltotvs|sistematizei|protheusloboguara|totvsloboguara|blocok|esocial|reinfprotheus|linkedin|resumolivros|powerbi|totvsprotheus|sistematizei|tabelas do protheus,https://www.youtube.com/channel/UCfICFLzDCOqzayF4i6N4yjA
UCR26qtZ2AUqh2Tdx0ep6lQg,Clube Full-Stack,@AlexandreCardoso,"Bem vindo ao Clube Full-Stack aqui no youtube. Nesse canal você encontrará aulas e cursos sobre PHP e Javascript, do zero ao Full-Stack. As aulas são sempre direto ao ponto, sem enrolação, com o editor aberto do início ao fim. ",javascript|php|full-stack|laravel|codeigniter|curso javascript|curso php|clube full-stack|slim framework,https://www.youtube.com/channel/UCR26qtZ2AUqh2Tdx0ep6lQg
UCVEa_x1n5FwWrxH00MrDPzQ,RBtech,@RBtechinfo,"Hardware, desenvolvimento web, programação, IoT, Arduino... esses são alguns dos assuntos sobre os quais falamos aqui no RBtech. Começamos nossa jornada em 2008 com muita falta de desenvoltura e timidez de sobra, mas como a evolução é algo constante hoje podemos nos orgulhar de sermos referência para muitas pessoas que buscam conhecimento de forma simples e direta. Procuramos fazer conteúdos úteis e didáticos, nosso objetivo é ensinar da mesma maneira que gostaríamos de aprender. Para saber mais sobre o RB: http://rbtech.info/sobre/",rbtech|hardware|webdesign|arduino|programação|manutenção|consultoria|vlog|tecnologia|automação|desenvolvimento web,https://www.youtube.com/channel/UCVEa_x1n5FwWrxH00MrDPzQ
UCo7EHzKF2zDFWszw7Dg4mPw,Alura,@alura,"Saudações Dev! ✨ Que bom ter você aqui no canal da Alura, a maior escola de tecnologia do Brasil! 12 anos transformando a comunidade tech do país. Prepare-se para o próximo nível da sua carreira em tecnologia!​ Aqui no nosso canal você encontra todos os conteúdos para mergulhar com profundidade e navegar em todas as áreas da tecnologia: programação 💻, IA 🤖, ciência de dados 📊, UX e design 🖼️ e muitos outros temas 🤿 Aproveite e visite o nosso site e nossas redes sociais para ficar por dentro de tudo! 💻 ",programacao|programação|developer|desevolvimento software,https://www.youtube.com/channel/UCo7EHzKF2zDFWszw7Dg4mPw
UCSfwM5u0Kce6Cce8_S72olg,Rocketseat,@rocketseat,"Faaaala, Devs! 🚀 Bem-vindos ao canal da Rocketseat, nós somos a maior comunidade dev da América Latina e ficamos muito felizes de te ver por aqui Mais do que uma plataforma de educação em tecnologia, somos uma comunidade incrível de programadores em busca do próximo nível E aqui no nosso YouTube você vai encontrar conteúdos super atualizados e relevantes dentro do universo da programação, do iniciante ao avançado em diversas linguagens e tecnologias: React 🌐, Node.js ✳, React Native 📱, Java ☕ , Python🐍 , Go 🦦, Inteligência Artificial 🤖 (e muito mais 👀) Temos um ecossistema inteiro de ensino em programação e você está convidado(a) para fazer parte, conheça nossas redes sociais e participe da nossa comunidade do Discord (gratuita 😉). https://rseat.in/PHuNS8XU3 ",rocketseat|programação|javascript|react|react-native|node|nodejs|reactjs|dev|software|app|mobile|back-end|front-end|programador|typescript|elixir|programadora|coding|code|developer|software engineer|curso online gratuito|aprender online|coding school|software developer|aprender a programar|aprender programação do zero|aprender programação avançado,https://www.youtube.com/channel/UCSfwM5u0Kce6Cce8_S72olg
UC-cKIIGsroQqpH91A7nQGgg,Expert Cursos,@ExpertCursos,"Aqui você encontra muito conteúdo sobre Engenharia, Arquitetura, Informática, Dados, Programação, Soft Skills, Construção Civil, Planilhas e Softwares. Ensinamos os principais programas do mercado de trabalho como: Excel, Word, Power Point, Power BI, Pacote Office, MS Project, Google Planilhas, AutoCAD, Revit, SketchUp, SolidWorks, Promob, Archicad, Eberick, Python, SQL, VBA e muito mais... Temos diversos cursos online e treinamentos certificados com aulas práticas e suporte completo. ",AutoCAD|excel|engenharia|arquitetura|obras|sketchup|informática|calcobras|revit|python|vba|autocad expert|curso de autocad|curso de excel|tutorial autocad|construção civil|comandos autocad|engenharia civil|microsoft office excel|dicas autocad|engenheiro expert|victor brience|eng. victor brience|eng victor brience|modelagem 3d|expert cursos|expert cursos e treinamentos|eng victor brience|cursos informática|pacote office|curso de sketchup|power bi,https://www.youtube.com/channel/UC-cKIIGsroQqpH91A7nQGgg
UCXUWGUoYNwtRxaRPoB4KocA,Tiago Matos,@tiagomatosweb,Cursos e dicas sobre programação web,vue.js|laravel|php|javascript|css|html,https://www.youtube.com/channel/UCXUWGUoYNwtRxaRPoB4KocA
UCU5vSFBBO_cp6ie0OG74b2g,Refatorando,@Refatorando,"Bem-vindos ao canal Refatorando! Muito prazer, somos Roger e Marco, especialistas em TI, cada um com mais de 15 anos na área, apaixonados por compartilhar conhecimento. Nosso objetivo é guiar a nova geração de programadores a terem uma carreira de sucesso. 🚀 Aqui você encontrará vídeos que abrangem uma ampla gama de tópicos relacionados a TI, como programação, banco de dados, inteligência artificial, entre outros. Nós fornecemos dicas, truques e discussões para ajudá-lo a se manter atualizado com as últimas tendências do mercado e tecnologias da área. Nosso objetivo é provar que a TI pode ser acessível e divertida para todos e, independentemente do nível de conhecimento, há sempre algo novo para aprender e explorar. Se você é um entusiasta de TI em busca de conhecimento e oportunidades para crescer, inscreva-se em nosso canal e junte-se à nossa comunidade de programadores apaixonados. Vem com a gente! 💪💻 ",Programação|Tecnologia|Cursos|Desenvolvimento|Linguagem de Programação,https://www.youtube.com/channel/UCU5vSFBBO_cp6ie0OG74b2g
UCR6BA5LA2abGWL77pX9un9w,Programação For Kids - Aulas de Programação,@ProgramacaoForKids,"O Programação for Kids ensina crianças e adolescentes a criar jogos no Roblox Studio e aprender Lua Scripts de forma divertida e passo a passo. Sou Fernanda, engenheira de software com quase 20 anos de experiência e mais de 3.000 aulas ministradas. Aqui você encontra: ✅ Criação de jogos no Roblox do zero ✅ Programação em Lua (variáveis, loops, eventos e muito mais) ✅ Aulas de lógica com Code.org ✅ Dicas para aprender programação brincando Ideal para quem quer transformar o tempo de tela em criatividade, lógica e pensamento computacional. 🔴 Inscreva-se e ative o sininho! 👉 Cursos completos: programacaoforkids.com.br ",roblox|programação|criação de jogos|jogo para crianças|aprender programação|como criar jogos no roblox|como programar no roblox|desenvolvimento de jogos no roblox|curso de programação para crianças|aprender a usar o roblox studio|como fazer scripts em lua no roblox|como criar meu primeiro jogo no roblox|programação para crianças roblox|roblox para iniciantes|programação de jogos para crianças e adolescentes|roblox studio|lua scripting|game development,https://www.youtube.com/channel/UCR6BA5LA2abGWL77pX9un9w
